run,score
505,8450.95686916206
506,8420.643908195021
507,8313.814874854954
508,8384.598208383699
509,8349.701128577377
510,8344.160376828195
511,8366.443355844414
512,8430.665787202506
513,8123.032021024592
514,8389.404606239705
515,8333.093701053522
516,8380.129282958875
517,8594.35161407571
518,8231.456012765386
519,8456.765482823537
520,8655.539189429664
521,8538.410210722172
522,8444.190913924378
523,8405.617950756365
524,8227.33690459359
525,8420.528233331832
526,8412.193900467642
527,8675.206207699888
528,830.2276965519106
529,8303.817335708838
530,8351.631805563582
531,8559.954653285708
532,8573.33804674113
533,8395.06322822767
534,8384.770034036199
535,8400.928969949802
536,8514.848901083871
537,8599.277208617523
538,8249.543435188765
539,8276.053556952014
540,8290.688491398745
541,8416.932905179492
542,8109.607359802525
543,8488.91444193412
544,8503.25587482093
545,8416.866699587814
546,8487.555784250137
547,8397.499654812105
548,8392.015535896098
549,8479.00032375079
550,8556.415458317606
551,8479.457459193243
552,8497.743585002834
553,8645.175094354227
554,8220.852663923693
555,8351.52609024383
556,8417.111741511839
557,8761.852816367116
558,8681.374863665906
559,5760.521876270311
560,8459.226879867227
561,8524.071297864592
562,8196.898875238323
563,8249.18570449474
564,8637.284427389837
565,8446.171589172825
566,8494.704313234597
567,8388.673836993023
568,8768.540910615475
569,8382.97373866079
570,8171.232433460704
571,8365.347927300996
572,8397.520330906425
573,8426.85396128896
574,8484.385330219786
575,8285.683854445124
576,8472.006795494155
577,8242.64602762196
578,8249.347907755608
579,8389.414189654373
580,8284.670398648334
581,8325.678795752627
582,8457.322761522002
583,8535.794882766413
584,8643.390265624541
585,8631.8199302905
586,8416.39857760756
587,8294.588366730406
588,8566.689071869867
589,8618.661707808538
590,8521.609795743589
591,8294.318904824468
592,8337.043407148974
593,8424.75737848337
594,8356.024249168
595,7912.9583034879715
596,8342.431836772317
597,8477.87090166271
598,8574.261690466026
599,8440.472193110909
600,8745.90983725578
601,8522.38203673756
602,8355.4661652481
603,8415.772849084335
604,8011.064315066255
605,8374.992252607473
606,8671.70048780699
607,8329.149897546757
608,8576.319232336444
609,8319.74697062004
610,8409.246492190412
611,8144.968637619716
612,8580.345738580367
613,6032.057574478917
614,8363.36334881924
615,8262.44588550779
616,8694.786376717177
617,8376.197521479073
618,8458.774231570433
619,8340.299063677483
620,8373.764003053051
621,8707.603043529336
622,8492.189195639705
623,8096.232804986255
624,8038.472789232699
625,8270.377851818406
626,8457.535346319837
627,8316.370955848433
628,8206.290484642712
629,8843.888905303402
630,8573.779316002532
631,8254.831036206739
632,8310.94875919916
633,8080.015214255129
634,8460.930380396192
635,8402.52064388976
636,8555.896540665599
637,8292.984977900303
638,8511.278056083742
639,8267.41191645822
640,8267.283183952895
641,8580.233212956608
642,8536.501673921308
643,8507.883560588003
644,7364.313637405085
645,8539.05652006587
646,8627.703305415278
647,8505.694717420061
648,8575.937836428957
649,8468.231848218475
650,8468.158326596526
651,8520.526791393742
652,8436.101676815264
653,8655.837051817158
654,8506.758478453088
655,8345.354299584907
656,8161.12707475227
657,8559.604520720388
658,8143.022131934618
659,8165.339301419279
660,8634.623065143447
661,8239.762704358513
662,8453.830761677375
663,8516.400343713412
664,8603.39384882723
665,8326.039073049935
666,8674.007722844193
667,8565.263482241844
668,8625.783023165368
669,8355.06471934641
670,1339.383747797146
671,8481.947329340255
672,8417.55387884388
673,1109.6424820529085
674,8623.123468749036
675,8303.5125420089
676,8251.078850420032
677,8580.232056007646
678,8564.679187203885
679,8326.49488909826
680,8630.022747925348
681,8352.084893360436
682,8639.193324326641
683,8298.886852679645
684,8289.760833362983
685,8552.59271234809
686,8490.197401687508
687,8213.890296140898
688,8472.146091139508
689,8492.602210473491
690,8013.8027546890535
691,8242.88217192641
692,8545.319985106273
693,8363.55626039781
694,8675.920600083993
695,8396.080709698042
696,8266.4703638172
697,8429.101445298631
698,8142.114108713504
699,8160.103719467489
700,8466.71290677219
701,8486.357944430129
702,8627.583478752054
703,8267.99903597711
704,8743.079010366382
705,8245.0227570046
706,8454.478924027213
707,8507.29826351551
708,8426.21590055342
709,8535.433737661278
710,8447.023267341749
711,8412.722634973099
712,8646.604023060865
713,5290.390181515047
714,8575.524234058495
715,6339.704908206368
716,1499.8101185748872
717,8360.747294890161
718,8231.370647749569
719,8167.802314702753
720,8629.508310308047
721,8527.081539512152
722,8373.6129434982
723,8501.216105932512
724,8547.527965910858
725,8554.841352584863
726,8337.727875769506
727,8614.616263621218
728,8555.612056073296
729,8546.592429838574
730,8507.695742806423
731,8428.006082161119
732,8482.726604572083
733,8391.181468902376
734,8190.156290509405
735,8452.297443497797
736,8467.118120075203
737,8476.489916992898
738,8649.627918713539
739,8613.071474720307
740,8481.242840157174
741,8259.190731522602
742,8408.194541903551
743,8639.673579292099
744,8538.067550841295
745,8430.734094046904
746,8458.997755480968
747,8426.895532947716
748,8640.621806387091
749,8719.062686343823
750,8288.549534722653
751,8450.085979145206
752,8380.858826552987
753,8367.044029888892
754,8575.636980013525
755,8421.712533132544
756,8238.732850260258
757,8471.73995354464
758,8411.532997186616
759,8295.977640159117
760,8482.275610558841
761,8354.455587097878
762,8403.692562675695
763,8231.382692331055
764,8620.60683480175
765,8486.619437774938
766,8357.775029421522
767,8346.425853560899
768,8219.881322379471
769,6374.071583855537
770,8484.518051415114
771,8229.92517218811
772,8272.547841368601
773,8748.387017113746
774,8227.158160443581
775,8381.622897590427
776,8565.92454284008
777,8405.82730474784
778,8535.873630295988
779,8370.434049780113
780,8508.297525097658
781,8486.668454454288
782,8458.219303191237
783,8496.167564816422
784,8502.031224345652
785,8328.42489702386
786,8447.201636668993
787,8073.155842475415
788,8612.342142024814
789,8318.109780921417
790,8334.931804220132
791,8328.194335792761
792,8457.954627850486
793,8386.851913095164
794,8317.215178634116
795,8312.845764692085
796,8473.120446573399
797,8468.673497353098
798,8374.290769599771
799,8550.317914715291
800,8286.7182845697
801,8449.62196001415
802,8427.938817863316
803,8386.32990211396
804,8338.175012939811
805,8558.05840630211
806,8355.394609306759
807,8436.804440284815
808,8354.24748681401
809,8345.289304006428
810,8669.501990313367
811,8433.912181670239
812,8378.589946860982
813,8296.551412312287
814,8400.000546079502
815,8296.462658092143
816,8431.943607393778
817,8250.20591163191
818,8023.683828534029
819,8472.980354428344
820,4561.959501863409
821,8505.062745802305
822,8488.39359791096
823,1790.8721584966345
824,7419.335569942742
825,8399.57553086447
826,8363.415638188153
827,8656.39338793066
828,8632.968569089606
829,8160.481725746596
830,8135.609663932424
831,8554.049078680076
832,8573.550203934416
833,8291.659494198997
834,8201.577459953058
835,8547.428705423572
836,8090.994887878412
837,8465.631289070208
838,8519.454328819027
839,8520.883260003555
840,8562.589460858007
841,8593.591425174407
842,8274.483684307546
843,8510.436515957528
844,8394.797596818007
845,8399.753947310175
846,8417.879440082139
847,8415.87991914178
848,8255.49983755087
849,8246.551154383114
850,8643.724755857493
851,7850.517256380517
852,8468.703933657798
853,8407.388735188882
854,8398.204775680046
855,8563.698537815048
856,8736.404251774798
857,8573.665656343299
858,8490.835048717852
859,8538.165542161836
860,8293.613548435605
861,8330.751319578545
862,8543.386177267996
863,8457.251787846651
864,8254.203767488743
865,8404.927556209715
866,8431.468672129857
867,8466.931576831808
868,8047.5111181528355
869,8658.976696106218
870,8767.56823838899
871,8220.523326604276
872,8551.14515765418
873,8312.455068937861
874,8482.150823369648
875,2207.505943630869
876,8116.357779775534
877,8595.741307526385
878,8382.26660003975
879,8448.30541552976
880,8186.509709924366
881,8498.096201635184
882,8571.277473742743
883,8427.709628469569
884,8622.370435556164
885,8499.69141415876
886,8426.877585419259
887,8568.615375700481
888,8518.714107937187
889,8495.631858153332
890,8367.41074909937
891,8154.251378804661
892,8383.298204460329
893,8332.086762516088
894,8425.245865554078
895,8766.346119929625
896,8605.861465360926
897,8562.80487876916
898,7864.509691932319
899,8174.176545582119
900,8541.93763888381
901,8408.068657776092
902,8556.195269091486
903,8546.42741856709
904,8761.620870044258
905,8110.240302387221
906,8657.893296823995
907,8318.538888723846
908,8566.326501424675
909,8652.334928028447
910,8288.271396794644
911,8576.152655077327
912,7088.633012947015
913,8349.027958374072
914,8479.989133647328
915,8375.97958963985
916,8268.329928866453
917,8503.525420509493
918,8086.600158406311
919,8335.317343484827
920,8386.391179151984
921,8512.432589617843
922,2739.7558189636547
923,8380.043499555994
924,8452.360749976666
925,8628.439447472048
926,8440.359554237619
927,8313.83830908048
928,8475.143591231197
929,5454.098750879037
930,8618.045034754736
931,8336.35459330826
932,8516.663430170298
933,8412.894846240966
934,8591.80105150208
935,8269.50665388992
936,8386.26642161532
937,8385.873969458018
938,8361.233033627386
939,8428.064422670646
940,8200.520345776227
941,8296.813606941354
942,8664.671156249831
943,8511.861990517522
944,8523.95856934059
945,8280.016143871237
946,8554.980082247486
947,8588.085495288355
948,8673.230772732933
949,8320.412689234685
950,8188.376618619801
951,8415.644468212868
952,8282.091533730812
953,8361.794882785174
954,8459.888346234067
955,8459.106780979495
956,8247.158907189036
957,8330.06589397315
958,8307.52782326303
959,8302.565306807479
960,8292.812931479866
961,8390.164681658916
962,7984.525467850861
963,8470.301898980359
964,8388.256169466127
965,8186.923467300138
966,8267.980572314029
967,8651.919285861395
968,8454.509219057381
969,8516.408003869281
970,8205.975820498868
971,8369.058995444851
972,8395.226928213748
973,8400.490435246982
974,8239.206742079892
975,8157.283371956775
976,8565.582607505396
977,8649.659310897136
978,8482.263688374045
979,8166.2897078141195
980,8371.137215352928
981,8487.442518863845
982,8582.794576171827
983,8372.5826991168
984,8541.134382326703
985,8371.850598852045
986,8415.161890358262
987,2943.5544765945274
988,8354.470060634332
989,8512.71437735589
990,8441.819019396535
991,8123.7071633181695
992,8772.679953506784
993,8266.269377907334
994,8591.406068695356
995,8565.555984506078
996,8396.426017984497
997,8160.57301475027
998,8364.89927918822
999,8590.282865470652
